parent,candidate,path,method,before_line,after_line,status,evidence,disposition
zhiui-final-v3.5.3-statusbar-flicker-fix.apk,zhiui-final-v3.6-lrclib-lyrics.apk,smali/com/byd/launcher/NeteaseLyricsBridge.smali,public static onMetadataChanged(Landroid/content/Context;Ljava/lang/String;Landroid/media/MediaMetadata;)V,7,450,PENDING_REVIEW,,
zhiui-final-v3.5.3-statusbar-flicker-fix.apk,zhiui-final-v3.6-lrclib-lyrics.apk,smali/com/byd/launcher/NeteaseLyricsBridge.smali,public static onPlaybackStateChanged(Landroid/content/Context;Landroid/media/session/PlaybackState;)V,0,457,PENDING_REVIEW,,
zhiui-final-v3.5.3-statusbar-flicker-fix.apk,zhiui-final-v3.6-lrclib-lyrics.apk,smali/com/byd/launcher/NeteaseLyricsBridge.smali,public static onSessionEvent(Landroid/content/Context;Ljava/lang/String;Ljava/lang/String;Landroid/os/Bundle;)V,60,569,PENDING_REVIEW,,
zhiui-final-v3.5.3-statusbar-flicker-fix.apk,zhiui-final-v3.6-lrclib-lyrics.apk,smali/com/byd/launcher/NeteaseLyricsBridge.smali,public static onTrackChanged(Landroid/content/Context;Ljava/lang/String;Ljava/lang/String;)V,121,576,PENDING_REVIEW,,
zhiui-final-v3.5.3-statusbar-flicker-fix.apk,zhiui-final-v3.6-lrclib-lyrics.apk,smali/com/byd/launcher/NeteaseLyricsBridge.smali,static constructor <clinit>()V,0,54,PENDING_REVIEW,,
zhiui-final-v3.5.3-statusbar-flicker-fix.apk,zhiui-final-v3.6-lrclib-lyrics.apk,smali/com/byd/launcher/NeteaseLyricsBridge.smali,static synthetic access$000()V,0,123,PENDING_REVIEW,,
zhiui-final-v3.5.3-statusbar-flicker-fix.apk,zhiui-final-v3.6-lrclib-lyrics.apk,smali/com/byd/launcher/NeteaseLyricsBridge.smali,static synthetic access$100()Ljava/lang/Object;,0,132,PENDING_REVIEW,,
zhiui-final-v3.5.3-statusbar-flicker-fix.apk,zhiui-final-v3.6-lrclib-lyrics.apk,smali/com/byd/launcher/NeteaseLyricsBridge.smali,static synthetic access$1000()Ljava/lang/Runnable;,0,141,PENDING_REVIEW,,
zhiui-final-v3.5.3-statusbar-flicker-fix.apk,zhiui-final-v3.6-lrclib-lyrics.apk,smali/com/byd/launcher/NeteaseLyricsBridge.smali,static synthetic access$1100()Landroid/app/Activity;,0,150,PENDING_REVIEW,,
zhiui-final-v3.5.3-statusbar-flicker-fix.apk,zhiui-final-v3.6-lrclib-lyrics.apk,smali/com/byd/launcher/NeteaseLyricsBridge.smali,static synthetic access$200()Z,0,161,PENDING_REVIEW,,
zhiui-final-v3.5.3-statusbar-flicker-fix.apk,zhiui-final-v3.6-lrclib-lyrics.apk,smali/com/byd/launcher/NeteaseLyricsBridge.smali,static synthetic access$300()Ljava/util/List;,0,170,PENDING_REVIEW,,
zhiui-final-v3.5.3-statusbar-flicker-fix.apk,zhiui-final-v3.6-lrclib-lyrics.apk,smali/com/byd/launcher/NeteaseLyricsBridge.smali,static synthetic access$302(Ljava/util/List;)Ljava/util/List;,0,179,PENDING_REVIEW,,
zhiui-final-v3.5.3-statusbar-flicker-fix.apk,zhiui-final-v3.6-lrclib-lyrics.apk,smali/com/byd/launcher/NeteaseLyricsBridge.smali,static synthetic access$400()Landroid/os/Handler;,0,188,PENDING_REVIEW,,
zhiui-final-v3.5.3-statusbar-flicker-fix.apk,zhiui-final-v3.6-lrclib-lyrics.apk,smali/com/byd/launcher/NeteaseLyricsBridge.smali,static synthetic access$500(Ljava/io/InputStream;)Ljava/lang/String;,0,197,PENDING_REVIEW,,
zhiui-final-v3.5.3-statusbar-flicker-fix.apk,zhiui-final-v3.6-lrclib-lyrics.apk,smali/com/byd/launcher/NeteaseLyricsBridge.smali,static synthetic access$600(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,0,213,PENDING_REVIEW,,
zhiui-final-v3.5.3-statusbar-flicker-fix.apk,zhiui-final-v3.6-lrclib-lyrics.apk,smali/com/byd/launcher/NeteaseLyricsBridge.smali,static synthetic access$700(Ljava/lang/String;)Ljava/util/List;,0,229,PENDING_REVIEW,,
zhiui-final-v3.5.3-statusbar-flicker-fix.apk,zhiui-final-v3.6-lrclib-lyrics.apk,smali/com/byd/launcher/NeteaseLyricsBridge.smali,static synthetic access$800()Ljava/lang/String;,0,240,PENDING_REVIEW,,
zhiui-final-v3.5.3-statusbar-flicker-fix.apk,zhiui-final-v3.6-lrclib-lyrics.apk,smali/com/byd/launcher/NeteaseLyricsBridge.smali,static synthetic access$900(Ljava/lang/String;)V,0,249,PENDING_REVIEW,,
zhiui-final-v3.5.3-statusbar-flicker-fix.apk,zhiui-final-v3.6-lrclib-lyrics.apk,smali/o/y8.smali,public final onPlaybackStateChanged(Landroid/media/session/PlaybackState;)V,76,76,PENDING_REVIEW,,
zhiui-final-v3.6-lrclib-lyrics.apk,zhiui-final-v3.7-dd-aircon-popup.apk,smali/com/byd/launcher/AirControlPanel.smali,public static show(Lcom/byd/launcher/NavBarService;)V,21,25,PENDING_REVIEW,,
zhiui-final-v3.6-lrclib-lyrics.apk,zhiui-final-v3.7-dd-aircon-popup.apk,smali/com/byd/launcher/AirControlPanelClickListener.smali,public final onClick(Landroid/view/View;)V,29,29,PENDING_REVIEW,,
zhiui-final-v3.7-dd-aircon-popup-r1.apk,zhiui-final-v3.8-global-system-bars-toggle-r1.apk,smali/o/vl.smali,public final Χ()V,7775,7775,PENDING_REVIEW,,
zhiui-final-v3.7-dd-aircon-popup-r1.apk,zhiui-final-v3.8-global-system-bars-toggle-r1.apk,smali/o/zk.smali,public final onCheckedChanged(Landroid/widget/CompoundButton;Z)V,38,38,PENDING_REVIEW,,
zhiui-final-v3.8-global-system-bars-toggle-r1.apk,zhiui-final-v3.9-home-return-fix-r1.apk,smali/com/byd/launcher/NavBarService.smali,public final ι(Landroid/view/View;Ljava/lang/String;)V,17824,17824,PENDING_REVIEW,,
zhiui-final-v3.10-lyrics-expanded-no-clock-r1.apk,zhiui-final-v3.11-lyrics-click-music-app-r1.apk,smali/com/byd/launcher/LyricsCardMusicClickListener.smali,public constructor <init>(Landroid/content/Context;)V,0,14,PENDING_REVIEW,,
zhiui-final-v3.10-lyrics-expanded-no-clock-r1.apk,zhiui-final-v3.11-lyrics-click-music-app-r1.apk,smali/com/byd/launcher/LyricsCardMusicClickListener.smali,public onClick(Landroid/view/View;)V,0,26,PENDING_REVIEW,,
zhiui-final-v3.10-lyrics-expanded-no-clock-r1.apk,zhiui-final-v3.11-lyrics-click-music-app-r1.apk,smali/com/byd/launcher/MainActivity.smali,public final onCreate(Landroid/os/Bundle;)V,1977,1977,PENDING_REVIEW,,
